hour,month,day_of_week,is_weekend,pm25,pm10,so2,nox,no2,co,wind_speed,temperature,humidity,pm_ratio,nox_so2_ratio,label
10,4,0,0,170.36,339.0,16.28,14.18,5.97,1.921,3.22,29.4,26.7,0.503,0.871,agricultural_burning
23,11,1,0,116.35,176.65,83.36,49.52,37.62,0.657,2.56,19.9,48.1,0.659,0.594,industrial
10,11,1,0,84.27,118.91,8.03,28.43,17.06,1.105,0.31,19.0,80.4,0.709,3.543,seasonal_inversion
19,10,1,0,57.19,121.98,5.05,100.62,68.13,3.114,2.25,24.4,66.5,0.469,19.921,vehicular
9,11,4,0,175.88,291.75,4.91,18.4,10.64,1.422,1.03,28.6,22.5,0.603,3.749,agricultural_burning
13,9,0,0,69.11,107.95,8.39,21.88,10.88,0.507,5.22,30.7,64.3,0.64,2.608,unknown
19,5,2,0,53.5,87.57,3.21,99.27,58.3,2.717,1.39,27.8,50.4,0.611,30.966,vehicular
14,4,1,0,101.93,170.33,4.59,20.62,13.66,1.597,2.89,26.3,44.4,0.598,4.492,agricultural_burning
9,4,3,0,185.8,337.26,6.66,18.56,6.31,1.784,3.02,30.9,24.9,0.551,2.785,agricultural_burning
21,6,6,1,63.93,74.68,10.0,23.6,9.73,0.709,7.38,45.5,63.6,0.856,2.36,unknown
13,1,5,1,64.01,80.2,2.44,29.38,17.74,0.123,3.77,39.3,51.7,0.798,12.037,unknown
13,3,6,1,51.91,61.65,11.6,14.84,13.22,0.548,2.25,23.2,75.9,0.842,1.279,unknown
18,3,4,0,123.72,192.19,6.41,120.27,75.06,2.434,0.91,21.3,65.9,0.644,18.751,vehicular
9,1,6,1,109.26,175.21,7.43,15.84,8.92,1.149,0.72,20.9,75.5,0.624,2.133,seasonal_inversion
17,4,3,0,90.0,164.44,2.34,75.42,42.6,3.515,0.73,21.9,76.9,0.547,32.276,vehicular
11,10,3,0,81.56,158.45,5.49,12.12,6.09,1.506,2.27,36.6,54.1,0.515,2.208,agricultural_burning
5,1,3,0,115.64,181.38,15.84,21.69,17.3,0.804,1.19,20.1,88.3,0.638,1.369,seasonal_inversion
8,5,1,0,89.03,148.26,11.04,61.11,32.04,3.72,2.61,30.7,74.0,0.601,5.535,vehicular
10,2,2,0,89.67,137.08,17.2,15.31,10.6,0.841,0.38,21.4,77.9,0.654,0.89,seasonal_inversion
18,6,3,0,60.36,85.98,7.74,113.68,72.02,1.683,1.42,36.0,54.9,0.702,14.678,vehicular
18,8,2,0,76.07,100.26,5.84,147.98,105.97,3.808,2.77,29.5,58.1,0.759,25.322,vehicular
6,12,3,0,69.04,77.26,14.53,20.6,11.52,0.952,0.4,19.1,87.7,0.894,1.417,seasonal_inversion
22,10,5,1,94.29,115.72,58.21,46.5,32.08,0.655,1.89,28.4,90.2,0.815,0.799,industrial
10,11,1,0,93.69,161.73,14.77,16.18,7.36,0.292,1.32,22.7,74.5,0.579,1.095,seasonal_inversion
10,1,0,0,84.08,98.35,12.0,27.47,23.01,0.609,1.37,18.3,90.0,0.855,2.29,seasonal_inversion
8,8,2,0,75.81,123.4,3.31,57.68,26.35,1.823,1.62,28.8,41.7,0.614,17.432,vehicular
5,2,1,0,162.96,245.89,70.3,55.73,27.8,0.53,0.79,20.1,61.6,0.663,0.793,industrial
13,3,3,0,69.39,132.91,6.72,15.95,7.53,2.1,2.44,37.1,58.1,0.522,2.373,agricultural_burning
5,11,0,0,169.92,223.89,93.93,21.04,6.93,0.923,1.54,33.8,72.0,0.759,0.224,industrial
23,9,3,0,66.83,82.52,11.83,45.27,25.28,0.273,7.81,32.3,52.2,0.81,3.826,unknown
16,3,0,0,187.95,312.23,11.52,24.3,11.52,1.91,1.36,33.1,21.4,0.602,2.109,agricultural_burning
12,3,0,0,160.19,274.28,7.66,41.87,21.9,1.892,1.7,27.2,49.3,0.584,5.467,agricultural_burning
9,6,1,0,95.16,127.43,2.41,97.37,65.26,2.555,2.01,22.7,50.2,0.747,40.396,vehicular
9,1,2,0,57.5,118.7,7.16,89.41,62.39,2.639,1.51,21.3,46.6,0.484,12.48,vehicular
10,2,1,0,47.05,86.61,10.52,22.09,12.7,0.914,0.96,18.4,75.5,0.543,2.099,seasonal_inversion
3,2,0,0,25.93,47.6,9.69,1.83,2.03,0.648,4.98,26.6,71.9,0.545,0.189,unknown
15,12,2,0,84.03,166.63,9.78,20.15,10.55,2.457,3.89,42.5,68.0,0.504,2.06,agricultural_burning
10,11,3,0,111.38,184.68,8.66,21.46,17.26,0.665,1.05,16.2,52.6,0.603,2.478,seasonal_inversion
7,12,1,0,114.36,165.2,11.83,15.09,10.97,0.768,0.25,14.7,84.4,0.692,1.276,seasonal_inversion
9,2,1,0,89.68,105.17,10.91,18.94,12.4,1.501,0.85,11.0,54.3,0.853,1.736,seasonal_inversion
2,4,4,0,31.84,62.76,8.29,33.91,26.16,0.809,6.67,23.4,45.7,0.507,4.092,unknown
18,3,1,0,124.15,249.85,9.72,33.9,22.28,2.443,4.89,26.8,40.1,0.497,3.489,agricultural_burning
23,9,3,0,114.16,125.13,73.46,63.3,49.45,0.999,2.23,25.9,36.4,0.912,0.862,industrial
8,11,2,0,110.71,161.85,18.62,10.63,6.21,0.873,1.29,20.6,56.8,0.684,0.571,seasonal_inversion
12,4,0,0,195.25,297.36,7.35,18.45,10.84,2.411,2.3,30.3,66.1,0.657,2.511,agricultural_burning
23,3,0,0,178.0,238.01,88.35,48.92,34.06,0.712,1.03,37.7,41.4,0.748,0.554,industrial
5,3,1,0,42.2,93.44,6.12,29.8,12.05,0.623,3.4,23.4,62.8,0.452,4.872,unknown
10,1,2,0,109.54,168.86,11.3,26.68,15.04,1.212,0.89,25.6,65.3,0.649,2.36,seasonal_inversion
3,5,5,1,42.12,59.64,-1.87,14.55,11.02,0.231,2.03,21.2,73.7,0.706,5.0,unknown
14,9,2,0,67.34,88.33,13.64,-3.48,-1.34,0.283,5.94,32.6,25.1,0.762,-0.256,unknown
20,4,1,0,41.12,55.22,9.23,7.87,3.44,0.106,6.45,21.4,54.6,0.745,0.853,unknown
19,6,1,0,60.08,82.42,6.06,110.73,74.12,2.528,1.69,31.7,44.8,0.729,18.277,vehicular
13,6,5,1,32.16,32.07,9.16,19.45,17.98,0.554,1.37,36.8,40.1,1.003,2.124,unknown
13,4,6,1,102.62,190.24,19.14,24.15,12.33,1.52,1.66,32.6,34.3,0.539,1.261,agricultural_burning
9,12,1,0,93.74,126.75,0.76,13.89,8.34,1.073,1.49,14.4,68.5,0.74,18.317,seasonal_inversion
9,4,4,0,76.72,128.67,4.29,91.04,68.46,4.022,2.87,30.2,20.0,0.596,21.219,vehicular
7,9,2,0,11.78,31.77,13.61,20.73,10.47,0.48,7.95,21.5,46.3,0.371,1.523,unknown
18,10,0,0,122.62,270.72,-1.2,10.38,7.9,1.919,2.0,35.7,44.6,0.453,5.0,agricultural_burning
20,3,0,0,98.37,188.84,4.13,113.66,73.38,2.254,0.51,37.1,53.7,0.521,27.531,vehicular
9,6,5,1,47.89,75.69,1.23,38.16,20.64,0.258,4.12,40.6,25.9,0.633,31.137,unknown
12,10,0,0,100.19,235.46,5.62,29.41,11.96,1.364,4.0,44.8,46.3,0.426,5.23,agricultural_burning
7,11,4,0,94.74,132.07,13.26,29.98,17.9,0.751,1.03,25.6,76.7,0.717,2.261,seasonal_inversion
2,8,0,0,135.12,178.36,64.45,16.53,13.78,0.947,1.37,33.8,67.5,0.758,0.256,industrial
1,1,0,0,57.27,55.36,7.48,-0.33,0.75,0.516,3.89,39.6,88.6,1.034,-0.044,unknown
5,12,2,0,80.64,130.79,10.16,50.08,25.01,1.724,1.48,15.4,96.0,0.617,4.927,seasonal_inversion
10,4,5,1,62.65,79.21,0.75,17.0,7.39,0.655,5.33,33.4,65.1,0.791,22.659,unknown
7,4,4,0,96.72,134.65,1.82,62.51,26.81,1.244,0.52,29.6,57.7,0.718,34.321,vehicular
8,2,1,0,94.75,120.5,10.27,107.35,74.85,2.886,1.61,33.3,71.2,0.786,10.45,vehicular
17,6,0,0,82.38,169.25,5.44,52.54,35.28,2.284,1.21,23.6,51.5,0.487,9.653,vehicular
7,11,1,0,48.97,72.0,7.59,26.59,10.52,0.554,1.14,33.7,44.8,0.68,3.502,unknown
10,2,1,0,117.0,219.7,4.36,52.3,37.86,3.531,2.39,21.7,49.2,0.533,11.994,vehicular
8,11,1,0,88.95,101.67,5.05,27.41,26.94,0.966,0.8,24.1,66.6,0.875,5.425,seasonal_inversion
4,2,4,0,185.61,222.84,40.55,49.29,29.52,1.394,3.05,21.8,37.1,0.833,1.216,industrial
13,3,4,0,165.39,275.51,7.32,9.22,6.88,2.408,4.74,33.6,51.3,0.6,1.26,agricultural_burning
20,12,1,0,90.16,115.17,6.12,89.97,44.48,2.118,2.85,25.2,60.6,0.783,14.709,vehicular
17,10,4,0,133.23,276.48,3.25,11.77,8.45,3.047,2.74,35.1,76.6,0.482,3.626,agricultural_burning
1,7,5,1,160.48,222.57,84.73,42.48,31.35,0.627,1.38,19.0,92.7,0.721,0.501,industrial
14,12,1,0,168.75,381.49,6.09,15.87,3.29,2.315,3.74,25.0,61.2,0.442,2.605,agricultural_burning
16,11,3,0,72.1,156.84,12.49,14.9,8.31,1.582,1.4,28.5,65.6,0.46,1.193,agricultural_burning
8,12,4,0,71.98,137.27,10.3,33.59,24.38,0.681,0.64,15.6,87.0,0.524,3.261,seasonal_inversion
10,12,0,0,108.54,155.25,8.86,52.17,35.2,0.981,1.19,22.3,56.1,0.699,5.891,seasonal_inversion
21,1,2,0,29.08,19.52,7.95,1.76,0.74,0.473,2.83,27.0,55.2,1.49,0.221,unknown
6,2,6,1,74.92,112.42,12.84,14.58,7.75,1.029,0.06,18.1,78.9,0.666,1.136,seasonal_inversion
18,11,5,1,195.65,325.41,9.63,44.77,29.48,1.58,1.53,31.2,35.5,0.601,4.648,agricultural_burning
8,1,6,1,14.14,15.18,3.06,35.32,19.77,0.625,3.11,24.8,50.5,0.931,11.548,unknown
8,8,3,0,78.2,123.45,5.13,60.99,41.43,1.045,1.3,32.4,37.4,0.633,11.885,vehicular
5,1,1,0,111.25,139.19,9.7,-2.46,1.25,1.122,1.24,19.4,43.3,0.799,-0.254,seasonal_inversion
10,1,3,0,157.42,217.06,8.79,19.88,14.18,0.423,0.36,21.9,98.0,0.725,2.263,seasonal_inversion
7,2,0,0,64.11,78.8,3.94,95.49,63.95,1.599,2.52,24.3,72.9,0.814,24.216,vehicular
10,11,4,0,108.64,271.43,6.14,8.62,4.65,2.315,3.59,31.6,65.7,0.4,1.404,agricultural_burning
5,12,6,1,132.75,151.87,11.33,31.98,21.89,0.823,0.09,20.1,84.4,0.874,2.822,seasonal_inversion
15,4,1,0,28.35,36.44,7.08,35.37,25.86,0.384,2.32,38.9,66.8,0.778,4.998,unknown
23,3,3,0,54.7,104.9,12.07,8.85,9.22,0.408,3.27,34.5,32.4,0.521,0.733,unknown
5,12,5,1,113.08,179.59,80.49,28.68,16.85,0.422,0.75,29.3,74.7,0.63,0.356,industrial
10,12,1,0,55.6,107.09,9.08,56.53,29.02,2.397,1.73,20.8,59.3,0.519,6.226,vehicular
17,9,0,0,77.77,129.75,4.54,121.56,85.71,3.06,1.42,35.7,65.7,0.599,26.774,vehicular
20,3,0,0,89.38,119.51,6.89,100.14,44.43,3.569,2.97,33.8,79.6,0.748,14.54,vehicular
18,1,1,0,79.93,121.47,1.31,113.93,74.13,2.408,2.4,32.1,44.1,0.658,86.783,vehicular
17,3,0,0,38.61,54.06,3.07,98.51,63.2,2.905,0.52,29.2,57.8,0.714,32.105,vehicular
21,4,3,0,21.14,27.17,11.62,21.46,12.97,0.244,3.73,41.5,54.5,0.778,1.846,unknown
10,12,4,0,76.97,71.06,4.12,81.65,40.39,2.856,0.64,28.8,61.2,1.083,19.828,vehicular
6,11,6,1,148.34,227.73,81.28,45.02,24.97,0.523,2.75,28.5,78.4,0.651,0.554,industrial
10,12,1,0,97.98,146.98,13.09,25.3,20.1,1.113,1.33,17.0,74.8,0.667,1.933,seasonal_inversion
7,10,2,0,32.51,79.38,5.84,125.56,72.94,1.841,0.94,31.1,44.2,0.41,21.503,vehicular
20,4,1,0,91.64,161.95,5.54,88.5,51.78,2.893,0.99,27.9,41.2,0.566,15.979,vehicular
3,8,5,1,155.09,201.53,91.19,26.59,13.56,1.225,2.89,28.5,42.3,0.77,0.292,industrial
18,11,3,0,169.16,236.42,4.68,14.95,8.08,2.376,2.43,25.9,51.2,0.716,3.193,agricultural_burning
7,4,4,0,43.56,78.43,4.27,126.85,79.11,3.123,2.68,26.4,73.7,0.555,29.738,vehicular
10,1,1,0,105.39,173.75,8.04,65.11,40.1,2.234,2.21,26.5,58.1,0.607,8.099,vehicular
1,8,1,0,204.97,250.42,82.99,69.44,42.21,0.18,2.66,24.9,92.1,0.818,0.837,industrial
8,6,2,0,41.58,69.42,6.23,86.39,54.75,2.774,1.56,30.3,51.7,0.599,13.864,vehicular
8,10,4,0,71.63,82.9,4.0,90.17,62.05,3.266,2.4,34.6,60.1,0.864,22.534,vehicular
15,3,2,0,147.11,260.27,11.5,16.02,9.25,1.745,1.22,37.4,65.4,0.565,1.393,agricultural_burning
3,5,3,0,199.12,291.52,78.03,46.3,18.55,1.145,2.95,31.9,54.8,0.683,0.593,industrial
18,12,3,0,154.81,246.16,1.54,11.27,7.02,1.371,2.99,38.5,29.4,0.629,7.307,agricultural_burning
4,8,1,0,174.42,257.04,69.09,45.8,34.8,1.773,3.45,30.2,82.2,0.679,0.663,industrial
18,6,3,0,89.56,122.13,3.7,107.99,60.97,2.809,0.86,32.6,62.5,0.733,29.173,vehicular
8,12,4,0,61.91,98.21,7.2,27.9,14.36,1.013,0.19,22.2,89.6,0.63,3.877,seasonal_inversion
17,10,4,0,80.21,166.84,1.13,109.14,74.74,2.065,2.0,21.2,59.0,0.481,96.884,vehicular
7,11,4,0,63.38,92.94,-2.49,11.9,4.18,0.461,1.0,19.0,91.1,0.682,5.0,seasonal_inversion
2,4,6,1,165.9,204.74,69.85,12.03,5.14,0.691,0.77,24.9,74.4,0.81,0.172,industrial
7,12,5,1,30.94,36.05,12.92,35.3,25.94,0.954,0.59,17.4,72.3,0.858,2.732,seasonal_inversion
15,3,5,1,179.36,291.2,3.19,15.15,10.52,1.786,2.35,30.7,57.5,0.616,4.752,agricultural_burning
6,3,0,0,133.42,190.43,71.37,10.61,3.52,0.646,0.66,22.9,67.4,0.701,0.149,industrial
6,9,6,1,163.6,185.03,43.47,23.13,15.15,0.901,2.62,32.7,61.8,0.884,0.532,industrial
8,1,3,0,60.24,122.53,5.47,128.32,94.44,2.752,2.06,28.5,39.6,0.492,23.461,vehicular
8,3,2,0,60.95,100.28,3.86,99.24,63.06,3.169,1.9,32.7,20.0,0.608,25.688,vehicular
12,4,6,1,118.05,319.08,12.32,4.89,2.17,1.224,4.64,44.5,30.0,0.37,0.397,agricultural_burning
23,5,2,0,83.51,115.88,57.52,56.14,34.83,0.579,3.2,35.4,48.9,0.721,0.976,industrial
6,2,2,0,84.03,141.2,12.55,30.52,19.99,0.91,0.1,24.1,77.5,0.595,2.432,seasonal_inversion
18,12,5,1,60.05,187.24,9.39,6.31,3.66,1.572,4.59,33.0,34.3,0.321,0.672,agricultural_burning
20,9,5,1,29.52,68.86,12.11,12.83,5.09,0.555,5.3,26.3,62.2,0.429,1.06,unknown
5,4,2,0,38.19,63.24,5.55,17.21,11.43,0.615,1.68,21.7,52.1,0.604,3.099,unknown
9,12,2,0,53.22,77.28,16.74,27.73,20.21,0.922,0.86,17.9,83.9,0.689,1.656,seasonal_inversion
12,10,3,0,215.11,345.54,16.0,29.83,16.72,1.89,3.29,23.7,45.4,0.623,1.864,agricultural_burning
19,4,4,0,102.54,197.85,4.06,97.82,53.13,1.987,1.7,21.8,58.9,0.518,24.114,vehicular
0,7,3,0,49.29,56.73,6.4,19.5,16.67,0.426,6.11,33.6,49.6,0.869,3.047,unknown
14,10,3,0,152.9,221.4,2.53,26.28,13.06,3.043,1.01,30.8,63.2,0.691,10.372,agricultural_burning
9,6,2,0,132.58,178.73,3.89,48.18,31.23,1.635,1.35,32.5,56.2,0.742,12.39,vehicular
0,5,5,1,153.46,158.89,74.94,37.13,28.79,0.573,1.13,26.2,60.6,0.966,0.495,industrial
5,3,1,0,164.04,182.55,93.45,45.0,24.81,0.521,0.98,29.6,77.2,0.899,0.481,industrial
10,4,3,0,301.97,451.88,14.55,17.02,15.25,1.803,2.82,34.8,18.3,0.668,1.17,agricultural_burning
9,9,2,0,67.43,123.33,-0.33,85.48,63.38,3.431,0.73,32.6,90.0,0.547,5.0,vehicular
18,3,6,1,159.22,311.7,1.77,21.91,8.53,1.633,3.66,22.8,27.1,0.511,12.395,agricultural_burning
23,9,5,1,185.55,220.75,64.42,50.03,38.34,1.181,1.71,28.2,76.1,0.841,0.777,industrial
16,11,1,0,84.5,213.93,16.19,32.43,20.98,0.987,1.3,27.0,42.1,0.395,2.003,agricultural_burning
18,3,6,1,168.06,297.8,7.81,23.05,10.11,1.172,4.14,45.5,28.0,0.564,2.953,agricultural_burning
22,1,5,1,198.39,267.46,44.87,1.28,4.66,1.19,2.57,27.1,54.9,0.742,0.029,industrial
17,7,4,0,95.85,174.33,7.25,100.03,63.07,3.354,1.35,28.7,43.6,0.55,13.795,vehicular
10,11,2,0,73.24,139.77,19.39,43.3,29.47,0.635,0.08,13.1,86.1,0.524,2.233,seasonal_inversion
22,9,4,0,-0.07,-8.79,8.69,23.31,10.48,0.323,4.3,36.0,68.0,0.5,2.682,unknown
3,10,0,0,125.27,153.01,106.98,52.7,26.13,1.168,2.73,30.7,80.0,0.819,0.493,industrial
21,2,3,0,59.96,106.19,6.58,33.71,22.81,0.579,5.0,33.6,75.5,0.565,5.125,unknown
5,11,3,0,52.81,71.78,11.4,40.4,32.67,0.642,0.29,22.4,81.3,0.736,3.543,seasonal_inversion
8,2,4,0,97.18,123.79,17.24,21.78,12.49,1.191,0.89,10.4,90.8,0.785,1.263,seasonal_inversion
6,7,4,0,172.56,221.75,96.87,37.2,22.64,0.751,3.64,31.1,65.0,0.778,0.384,industrial
23,5,5,1,28.33,41.41,8.37,29.94,19.28,0.803,2.46,26.4,62.4,0.684,3.578,unknown
9,3,4,0,152.72,236.08,9.25,23.06,7.65,1.565,2.15,36.4,48.1,0.647,2.492,agricultural_burning
10,7,0,0,73.59,182.24,7.76,66.65,33.23,1.918,2.02,29.6,53.8,0.404,8.587,vehicular
8,3,1,0,59.96,103.26,7.64,84.9,62.59,3.224,1.68,27.4,62.5,0.581,11.113,vehicular
23,11,3,0,75.18,116.07,96.33,32.58,18.76,1.15,0.77,31.5,60.2,0.648,0.338,industrial
7,2,0,0,66.29,78.02,4.32,65.92,37.61,1.819,1.1,33.6,47.5,0.85,15.249,vehicular
19,7,4,0,73.67,104.75,0.15,98.43,69.93,2.843,1.38,30.0,62.9,0.703,671.008,vehicular
5,4,1,0,255.17,375.01,76.31,44.15,25.98,0.728,3.39,26.9,71.0,0.68,0.579,industrial
9,11,2,0,98.67,121.65,4.63,51.03,29.62,0.672,1.2,12.0,69.3,0.811,11.021,seasonal_inversion
17,8,4,0,76.06,129.11,9.75,87.02,49.65,2.508,1.41,31.5,42.5,0.589,8.922,vehicular
10,12,5,1,203.8,364.82,5.88,13.52,6.8,1.857,3.18,25.8,39.2,0.559,2.299,agricultural_burning
15,10,1,0,233.8,325.97,2.49,11.26,6.83,2.039,1.66,23.6,32.2,0.717,4.523,agricultural_burning
6,2,4,0,88.5,138.17,9.11,17.56,8.87,0.813,0.71,17.8,66.5,0.641,1.927,seasonal_inversion
0,8,4,0,73.85,87.61,5.16,19.05,6.97,0.322,7.24,26.8,31.9,0.843,3.691,unknown
5,3,1,0,26.62,39.97,0.51,9.98,3.81,0.257,1.52,31.0,81.3,0.666,19.614,unknown
17,8,0,0,54.36,109.22,5.98,72.54,53.88,2.308,2.85,34.9,54.9,0.498,12.128,vehicular
5,12,6,1,33.45,51.0,3.95,46.65,33.87,0.318,7.19,25.5,65.2,0.656,11.822,unknown
14,4,5,1,152.0,247.67,5.17,28.89,11.64,1.841,2.38,38.3,36.6,0.614,5.583,agricultural_burning
14,3,6,1,45.84,62.5,5.75,22.09,15.16,0.819,2.32,25.3,73.5,0.733,3.841,unknown
10,11,3,0,180.02,292.32,7.77,21.65,13.28,1.378,1.31,28.1,77.3,0.616,2.786,agricultural_burning
0,1,2,0,179.82,231.46,77.47,19.85,13.25,0.627,2.48,24.7,66.0,0.777,0.256,industrial
11,11,3,0,170.53,325.71,6.64,27.46,19.36,1.421,1.04,39.4,36.8,0.524,4.135,agricultural_burning
3,12,0,0,23.81,19.18,14.53,9.15,5.94,0.158,7.28,33.2,63.4,1.242,0.63,unknown
3,2,1,0,63.84,104.55,4.04,34.11,21.32,0.393,3.79,36.0,58.9,0.611,8.441,unknown
7,12,1,0,144.5,173.08,22.15,46.79,27.36,0.632,0.36,19.7,95.1,0.835,2.112,seasonal_inversion
7,7,1,0,118.13,187.83,7.9,77.77,43.86,3.831,1.97,23.4,62.6,0.629,9.845,vehicular
4,11,3,0,11.0,21.76,13.7,37.53,18.81,0.875,5.42,38.4,37.0,0.506,2.74,unknown
10,2,2,0,107.44,140.24,5.96,134.29,85.68,1.656,2.14,33.0,49.6,0.766,22.531,vehicular
14,5,6,1,38.8,38.45,3.72,39.75,18.86,0.031,3.84,33.8,63.4,1.009,10.695,unknown
16,4,0,0,96.7,226.68,4.35,27.82,11.4,1.82,4.45,34.9,17.6,0.427,6.401,agricultural_burning
23,4,1,0,166.38,239.41,64.01,25.68,23.32,1.074,0.72,21.3,83.8,0.695,0.401,industrial
3,5,0,0,147.95,177.0,62.7,21.24,13.69,0.463,0.52,25.5,79.3,0.836,0.339,industrial
17,7,4,0,76.82,128.36,13.47,112.73,66.06,2.863,1.16,37.6,50.9,0.598,8.367,vehicular
4,12,6,1,146.93,182.91,89.06,24.19,20.79,0.44,2.22,24.6,76.3,0.803,0.272,industrial
18,12,0,0,171.66,324.37,9.53,21.03,12.06,0.18,1.22,30.1,56.5,0.529,2.208,agricultural_burning
5,1,1,0,42.21,77.51,7.29,30.25,19.86,0.648,7.75,27.4,60.3,0.545,4.147,unknown
7,11,4,0,42.48,50.6,-0.43,0.07,3.79,0.726,3.01,27.2,70.0,0.84,5.0,unknown
6,6,1,0,178.44,257.98,73.6,41.75,32.31,0.581,1.77,23.5,89.3,0.692,0.567,industrial
3,11,0,0,152.2,162.61,84.52,37.5,24.98,0.813,1.41,37.3,59.1,0.936,0.444,industrial
18,10,2,0,117.17,172.08,6.9,58.07,25.87,0.747,2.95,27.3,30.9,0.681,8.42,vehicular
9,11,5,1,106.07,162.84,0.14,6.55,8.11,0.513,0.37,18.6,66.4,0.651,45.993,seasonal_inversion
18,3,3,0,28.27,64.46,14.8,17.08,8.59,0.532,2.87,40.4,51.7,0.438,1.154,unknown
9,11,2,0,122.53,244.8,13.01,10.1,5.84,1.92,4.68,33.5,51.5,0.501,0.777,agricultural_burning
18,11,6,1,120.88,283.97,12.5,22.98,11.64,1.421,2.72,40.7,52.8,0.426,1.838,agricultural_burning
15,11,4,0,114.59,225.27,3.23,18.82,7.9,1.412,4.69,31.2,47.8,0.509,5.829,agricultural_burning
18,4,5,1,15.31,2.07,7.31,30.9,22.71,0.445,7.33,26.9,41.9,7.407,4.224,unknown
21,2,4,0,26.68,26.64,6.33,19.13,7.71,0.528,6.62,32.0,74.3,1.001,3.022,unknown
15,10,0,0,253.11,360.69,10.98,25.49,10.85,0.912,1.39,22.7,29.3,0.702,2.321,agricultural_burning
22,5,6,1,146.86,214.9,67.24,40.76,19.42,0.662,0.91,20.6,67.2,0.683,0.606,industrial
12,12,2,0,115.98,200.46,0.82,12.44,9.34,2.833,4.75,24.2,43.7,0.579,15.254,agricultural_burning
21,1,4,0,40.35,43.92,8.51,14.67,8.86,0.856,5.31,25.9,51.6,0.919,1.724,unknown
4,1,6,1,100.81,154.67,85.04,80.56,59.33,0.356,3.44,30.2,31.5,0.652,0.947,industrial
3,1,2,0,40.73,39.95,-0.39,30.84,21.61,0.389,5.07,30.5,70.4,1.02,5.0,unknown
5,8,5,1,95.18,100.33,66.23,27.69,15.18,0.46,0.81,34.8,58.5,0.949,0.418,industrial
23,12,3,0,208.21,264.09,78.2,25.46,8.95,0.755,0.74,23.0,45.2,0.788,0.326,industrial
8,4,1,0,62.9,118.11,5.86,124.64,65.92,0.89,0.91,24.4,62.2,0.533,21.266,vehicular
20,7,4,0,62.13,119.71,3.38,119.7,73.67,1.795,0.62,20.1,70.7,0.519,35.403,vehicular
13,2,4,0,66.79,92.66,11.04,23.36,18.03,0.572,3.42,34.5,30.0,0.721,2.116,unknown
15,4,5,1,62.73,84.29,4.88,24.57,8.38,0.559,6.47,22.3,48.3,0.744,5.039,unknown
0,3,3,0,139.56,189.36,92.01,87.19,55.67,1.44,2.14,26.8,64.4,0.737,0.948,industrial
5,2,1,0,67.87,103.3,13.5,42.68,24.36,1.394,1.17,3.1,64.3,0.657,3.162,seasonal_inversion
10,11,2,0,151.3,285.43,10.57,21.39,11.98,1.178,3.35,26.0,21.5,0.53,2.023,agricultural_burning
20,4,5,1,38.8,57.97,9.84,19.75,13.91,0.507,5.1,30.8,38.5,0.669,2.008,unknown
18,3,0,0,175.26,272.2,1.05,26.07,12.43,1.718,1.94,35.7,66.6,0.644,24.708,agricultural_burning
2,10,6,1,51.57,72.45,9.23,30.63,15.25,0.357,7.0,28.1,62.7,0.712,3.317,unknown
16,10,2,0,160.79,262.6,8.75,31.2,14.5,1.484,1.61,34.9,41.0,0.612,3.565,agricultural_burning
4,10,6,1,153.6,232.4,93.49,22.88,11.12,0.786,1.59,32.0,72.0,0.661,0.245,industrial
3,10,2,0,155.75,186.49,76.14,24.13,15.96,1.383,1.02,25.1,73.6,0.835,0.317,industrial
23,3,4,0,163.95,209.81,46.58,35.73,23.45,1.255,1.73,22.5,65.2,0.781,0.767,industrial
14,8,4,0,20.44,31.67,9.73,40.0,18.21,0.468,4.23,26.8,43.0,0.645,4.111,unknown
6,2,6,1,124.63,186.78,21.99,30.84,13.08,0.941,0.83,18.7,84.2,0.667,1.402,seasonal_inversion
9,12,3,0,199.05,300.5,6.05,25.52,11.75,1.823,2.4,27.4,44.6,0.662,4.22,agricultural_burning
17,1,1,0,42.41,52.05,2.3,56.29,46.45,2.938,2.61,27.3,40.0,0.815,24.464,vehicular
0,2,4,0,126.11,176.98,70.87,25.51,15.51,0.246,1.76,32.6,69.0,0.713,0.36,industrial
9,1,0,0,85.8,151.58,8.47,104.14,81.64,2.325,2.09,29.4,41.9,0.566,12.296,vehicular
14,10,3,0,92.32,244.68,9.22,12.34,7.29,2.074,1.78,26.0,45.8,0.377,1.338,agricultural_burning
23,4,2,0,98.78,152.37,87.44,41.1,27.6,0.497,3.68,25.3,63.0,0.648,0.47,industrial
20,4,2,0,42.62,48.82,5.27,102.22,55.83,1.357,1.78,30.5,45.9,0.873,19.393,vehicular
10,3,3,0,53.99,100.58,3.29,90.35,37.52,3.317,1.04,26.0,40.3,0.537,27.433,vehicular
17,1,1,0,71.86,128.31,12.34,98.64,67.92,3.244,2.62,35.8,44.5,0.56,7.991,vehicular
6,3,5,1,118.76,134.43,78.82,34.86,25.8,0.858,2.76,28.3,60.0,0.883,0.442,industrial
9,10,3,0,211.36,355.09,11.03,20.46,7.68,1.466,4.0,33.8,22.8,0.595,1.855,agricultural_burning
9,2,1,0,72.11,85.06,15.49,36.4,17.87,0.173,0.35,23.8,77.2,0.848,2.35,seasonal_inversion
9,11,3,0,89.88,139.86,17.1,24.43,22.36,1.08,1.48,16.4,84.6,0.643,1.428,seasonal_inversion
